Username,Date,Star Rating,Title,Review Comment,Review Link,User Profile Link
"Pooh Bear 27",04-Apr-2017,1,"Order direct","Three times things were screwed up. The service from the people that run this service are not very helpful. Discounts that don't work, delivery is often delayed because the restaurant does not get the orders immediately, and setting the time for delivery is ignored. 

I now order directly from a restaurant as it often costs less. GH puts a convenience charge, plus I found out they often charge a delivery fee even for places that do not charge a fee. 

I have deleted the App.","",""
"COSI1",04-Apr-2017,1,"The app doesn't work","It just doesn't work. Every time I try to order something it literally says ""oops""","",""
"Princess g 213",04-Apr-2017,1,"HORRIBLE COMPANY","If I could give this delivery service less than 1 star I would. I ordered food and it told me my food would be delivered within 30 minutes. After an hour passed and I did not receive any texts or calls from Grub hub I have a call to the restaurant. The restaurant said my food had been ready now for over 20 minutes but no driver had shown. I gave a call to the customer service line of grub hub and they told me that I would be given a refund and that they would be sending a driver out right away. So now I had waited another hour and still nothing. The restaurant called me and said call grub hub again because they will be closing very soon. I gave grub hub a call for the SECOND time and they said sorry it's pass delivery hours were unable to have your food delivered. They had never called me to let me know my food would not be delivered. I gave the restaurant a call and said ""sorry I know your closed now but I will just come pick up my food myself"" THE people at the restaurant stayed over an hour just for me to pick up my food. I HAD TO GO PICK UP MY OWN FOOD. I will never use grub hub again","",""
"Tati227",04-Apr-2017,5,"The App works some of the restaurants don't","The app is great no malfunctions, ordering is easy. I do wish that I had more restaurants to choose from.","",""
"Hpytrl",04-Apr-2017,5,"Amazing","Best of the best!  You've never had a real burrito until you've had Los amigos!","",""
"ihearrtseamlesa",04-Apr-2017,5,"Gift cards!!","So convenient and easy to use! Love that I can buy gift cards right from iMessages!!","",""
"ophello",04-Apr-2017,5,"Good","Yup","",""
"The Hague",04-Apr-2017,5,"Getting better all the time","Brand, service, choices constantly improving. Great job.","",""
"Chriswill756",04-Apr-2017,5,"So convenient.","Thanks!!","",""
"neahjeepers",04-Apr-2017,5,"LOVE!","Grubhub is the answer to my single life! I've used it countless times in PA, NJ and NY. The 2 times I had an issue, customer service was extremely helpful (and polite) in remedying the situation and was kind enough to offer vouchers on future orders. Frequent discounts are a major plus and I don't have to keep menus in the house. Super convenient after working late-can order leaving work, get home and the food is there soon after. It's a godsend.","",""
"Dmckale",04-Apr-2017,5,"Foodi","Love this app! I use it almost everyday of the week.","",""
"Thandiwe Thomas",04-Apr-2017,5,"So far, so good.","It's reliable so far, but I guess it all depends on the restaurant. They can't really control that. Love the convenience!","",""
"Wooooooowowiw",04-Apr-2017,5,"Noice","Easy to use","",""
"Prynx617",04-Apr-2017,5,"Woooooooo","Great app woooooo!!!!! Super convenient woooooo!!!!! Order food, eat food, and a little razzle dazzle. And the nature boy is happy. Wooooooooo!!!","",""
"Holystuff27",04-Apr-2017,5,"Food","The Jerk chicken Salad is amazing","",""
"Александра Калишнокова",04-Apr-2017,5,"Helloooo consumer.","This app has served as an excellent way to avoid going to the grocery store.","",""
"nnnone12345",03-Apr-2017,1,"Cant order","Llst two times using,(after using frequently for months) app requests address verification prior to checkout. Wont accept address.

 Customer support solution is delete and Re-install.

 Worked once then did same thing again- again, delete and re-install. 
Cant delete and install every time I want food.

Called and ordered directly instead

Please fix","",""
"KLF11061228",03-Apr-2017,5,"Awesome","This is almost too good and easy! 😊 fast service from tons of places!","",""
"Jonsie1217",03-Apr-2017,5,"Great app!","Only used it twice, but so far, so good","",""
"Astraea Baby",03-Apr-2017,3,"App and Customer service are good but...","The app itself is great. Customer service has been more than accommodating but the mere fact that I have now had 4-5 (&5) grub bucks coupons for poor service from the restaurants they choose to partner with speaks volumes. They either won't deliver (and I live 2 blocks from Wauwatosa in Milwaukee which is a great area btw) or they didn't deliver for 2+ hours and I canceled. Some of the restaurants act as if we should be grateful that they're preparing food at all and I kinda thought that was the point of a restaurant but err I could be wrong? 😑","",""
"Herio Yui",03-Apr-2017,4,"Great App","Love the App easy to navigate. A big help and easy to understand. Love the new express order feature","",""
"Covert-Rebel",03-Apr-2017,5,"A stoners best friend","I highly recommend grubhub. Perfect for those munchies and avoiding awkward phone calls.","",""
"Sentimental Hogwash",03-Apr-2017,5,"Good, solid, reliable service","Good restaurant selection, easy user interface.","",""
"Bin Yahya",03-Apr-2017,5,"Good app","Good app does the job","",""
"suepisces220",03-Apr-2017,5,"Easy to use","Always easy to use. Takes about 30 seconds to place an order. Food arrives exactly when they say. Five stars!","",""
"Mony1996",03-Apr-2017,5,"Awesome! 👍🏻","Keeps all your info from previous orders, and super convenient for reordering! Use all the time with my roommate","",""
"Dianayo88",03-Apr-2017,5,"Love this app!","I mean it's a little expensive but hey it's great for catering and when you just feel like chilling at home or don't have ride to go get food i def recommend this app 😍love grub hub!","",""
"Weedopos",03-Apr-2017,5,"Great App","I've never had a problem with my GrubHub app and I'm so glad I downloaded it. Very user friendly and I love that I can use my PayPal account to pay.","",""
"Snarkopotamus",02-Apr-2017,5,"Excellent app!","Easy ordering from a lot of great restaurants.","",""
"24&^",02-Apr-2017,5,"Satisfied customer","Convenient, on point and lots of selections.  One of the best app indeed.","",""
"AmazinMet",02-Apr-2017,1,"Morons","Grubhub has the worse service humanly imaginable. I used the app to order food and 1 1/2 hours later I call to find out where my food is and the restaurant told me they ran out of ingredients for my order.

No one called me and the app indicated the food was on its way. The customer service is atrocious and for all my trouble i was offered a &10 voucher which I never received. 

Eat24 is much better!!","",""
"EXxXOTicSiva",02-Apr-2017,5,"Love","💜🌈","",""
"Audramontoya",02-Apr-2017,3,"I order from Grubhub a lot","Sometimes I get my food hot and one time , but most of the time way late and cold food. But they always try to help me when that happens so that is a good thing.","",""
"Tiger514",02-Apr-2017,4,"Good app","To use","",""
"iMope",02-Apr-2017,1,"Absolute garbage","This is a trashy app.","",""
"megaige1002",02-Apr-2017,1,"What restaurant options????","After a local delivery company was bought out by Grubhub, our restaurant option went from about 50 to 7. Delivery time has increased and ""friendliness"" of drivers has decreased.","",""
"Ray 473",02-Apr-2017,1,"Worst company ever","Super unprofessional 😡😡","",""
"Cdubs1721",02-Apr-2017,5,"Love","Use all the time and always works great.","",""
"DocStone16",02-Apr-2017,5,"The best!","Never had a complaint!","",""
"Gabby's Apple",02-Apr-2017,5,"Awesome","Use this app to order food everywhere I go! Love it. Makes ordering quick and simple!","",""
"preston in Bowie",02-Apr-2017,5,"Review","Wish there were more restaurants to choose from in the 20715 zip code in Bowie MD.  It quite easy to order and pay for your meal with this app. Happy.","",""
"Adnan ",02-Apr-2017,5,"Great app!","Great app for my lazy self.","",""
"BruhButton23",02-Apr-2017,5,"Amazing","This app is AMAZING!!!","",""
"Baker366",02-Apr-2017,5,"Pretty good","Overall it's a great app. No real problems with it. Would be great if they had more to choose from when looking where to order from but I think that's if the restaurant does something to be available on the app. Again, if you don't want to talk to people and want to order with no problems I definitely recommend getting this.","",""
"desk1one",02-Apr-2017,5,"Definitely my top 5 most used apps","I live in NYC and have endless delivery options but Grubhub is always the best, fastest, & has all the best restaurants in the area.  Really great app, easy to use. Thanks","",""
"Great way to eat",02-Apr-2017,5,"Great App","I love this app! It is so convenient and easy. I also love the fact that if there is ever a problem with a restaurant, which rarely occurs,  they contact you by phone right away and give you different alternatives. Also having a teenager it's great for me because if I am not home he can order himself food! Highly recommend to anyone.","",""
"ProfessionalCritic",02-Apr-2017,1,"Not good","Very poor app and customer service.","",""
"DMN3462",02-Apr-2017,1,"Lousy customer service","So I got an email offering 50% off my next order if I ordered using the app within 10 days. I downloaded the app, placed a &27 order, and never received my code.  No problem, I thought, I'd just reach out to customer service. Well, 30 minutes later (quite literally, 8:32-9:04), they offered to take 50% off my previous order. I kindly declined, requesting a discount code for tonight instead (obviously I wanted to maximize the benefit they offered to me by placing an even larger order tonight, something for which a 50% discount on the previous order falls short from my perspective). No can do, they said, despite my forwarding the promotional email to them upon request and supplying a qualifying order number. Not wanting to fight, I agreed and told them I wouldn't do business with them again either tonight nor in the future because they aren't willing to honor the explicit terms of their own promotions. Generating a new discount code should be easy and instantaneous, but I think they knew I wanted to place an even larger order tonight, so they chose to offer me the shaft instead in order to save themselves a few bucks on a promotion they willingly offered to me. Not smart. Instead, they have lost my business permanently. Such a shame, as I like the concept and would love to use it for those frequent evenings after work in which I'm too tired and/or lazy to cook or go out. But any business which refuses to honor the terms of its own promotions is beneath the privilege of receiving my hard-earned dollar.","",""
"mmreddi",02-Apr-2017,1,"Worst service","They are never on time. Worst service especially in Bay area","",""
"MrILML",02-Apr-2017,5,"Works great","Nice app","",""
"Starbux Junkie No. 13",02-Apr-2017,2,"Frustration","There should be a time stamp inside of each menu you view to notify you if the place is about to close. It is extremely annoying to have a house full of people all agree on one place and decide what everyone wants only to then attempt to place the order and the restaurant is no longer accepting orders. This has happened on multiple occasions. I can't be the only one.","",""
"Sleeepyyyyyyvj",02-Apr-2017,5,"Good app 👍","Good app love it cuz I'm lazy","",""
"sLn115",02-Apr-2017,5,"Nothing to complain","Just moved to the United States from Ukraine. Love the app and service from all local places whenever I order so far. Works fast, never got any issues with payments or my orders. Now works with Apple Pay what made even easier to shop. Few taps and you've got your food, amazing.","",""
"Chrlygrl21",02-Apr-2017,5,"Easy to use","I love this app!","",""
"Tlyncreative",02-Apr-2017,5,"Amazing","Always on time. Easy. Functional app.","",""
"Petey5000",02-Apr-2017,5,"Easy and convenient.","Had a few hiccups with Uber Eats so I downloaded and gave GrubHub a try.  Easy to use and worked exactly as expected. Terrific app - puts numerous restaurants that don't deliver at your fingertips.","",""
"Shadowknight85",02-Apr-2017,5,"Way Solid","Good collection of options, easy ordering, and periodic discounts.","",""
"Rayjmjr",02-Apr-2017,5,"Love it","Grubhub is the best","",""
"Bomjobdbd",02-Apr-2017,5,"I like it","It is good","",""
"Vharris10",02-Apr-2017,5,"Works every time","The app consistently works, and is as easy to use as the website","",""
"sisodoom",02-Apr-2017,5,"Recommend!","No problems at all with the app. My only problem was in-house at the restaurant NOT because of the app. I read several of the low ratings given the app, the all were about the restaurant in question and not the app itself.","",""
"D10ant",02-Apr-2017,5,"Great app!","Works every time","",""
"Miss Handra",02-Apr-2017,5,"Love it","Everywhere needs Grubhub awesome app","",""
"Typofest",02-Apr-2017,5,"Always there for me","When I cannot or will not go out to get food.","",""
"Trainorx",01-Apr-2017,5,"Best thing since sliced bread....","The app I use the most and love it!!","",""
"J3N. J",01-Apr-2017,5,"Best App on my phone!","I can't begin to tell you how amazing this app is! So easy, so convenient, so time saving! I wish I could give it more than five stars! ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️","",""
"Hmph612",01-Apr-2017,1,"Won't deliver","Unless you're in the city, don't bother. Placed an order and received an email that the order was cancelled because the restaurant changed its delivery radius without notifying them. The rep called every other restaurant that showed in my area and none of them will actually deliver nor do business with grubhub.","",""
"Beanlene",01-Apr-2017,5,"So easy!","Love this app!","",""
"Santanany",01-Apr-2017,5,"Super convenient","I love this app. Works as described.  Easy to get food delivery.","",""
"Jooishhh",01-Apr-2017,5,"Very nice","Very convenient and easy to use","",""
"Hggcffhj",01-Apr-2017,5,"Great","Good","",""
"Doombeeyah",01-Apr-2017,1,"SLOWWWWWW","I literally will order food a few blocks away and it's take up to 2 HOURS to deliver !!!!!! There has been number of occasions where I had to cancel and just go get it myself .","",""
"Starchyyld",01-Apr-2017,5,"Good and improved","Best thing is that this app allows you to pay with cash and to pick up food not just order delivery. It's great and works well. Has more restaurants than seamless. Love this app. Love technology. Just love it!","",""
"LoGad324",01-Apr-2017,5,"Good app","Very convenient to have","",""
"Gem5253",01-Apr-2017,3,"Some inconsistencies","I have had good and bad experiences. The restaurants do not always deliver which is very inconvenient when you are out of town. And customer service for the app is not helpful in those situations. When I am ordering from home or work the app works just as well as any other. Grubhub does need to work on vetting the restaurants they have on their site as well as work on offering a larger selection of eateries.","",""
"Ayira",01-Apr-2017,5,"I've been using GrubHub for years","Haven't used the app much because I assumed it wasnt going to be as quick and fluid a process as their wrnsitr. I must say, though that the app is quite well done and as good an ordering experience as their website.

I love GrubHub and how it removes the frustrating phone order process out of the equqation for food delivery!","",""
"Luciluu562",01-Apr-2017,1,"Very bad service","I would give you a zero if I could. Very bad customer service. Denys was literally down the street. I call dennys to see what's up with my order. Lady tells me they picked it up 20 minutes ago. I'm literally 3 min away from dennys. When I called customer care. The black lady on the phone couldn't give me a good reason why my order was very late and hung up on me. I'm done with this place. And I will definitely let my friends and family know about your bad service.","",""
"TonyoBeGrindin",01-Apr-2017,5,"Great App!","Connects me to all the local delivery services! Reorder favorites and try something new all in one app!","",""
"Fun alone or in groups",01-Apr-2017,5,"Awesome!","Love this app, so easy to use, nice app design. Made me realize there were places that i'd never heard of in my area, and also some that i never knew delivered.","",""
"MegAficionado",01-Apr-2017,5,"This App ROCKS!","I tend to order out a lot due to how unpredictable and long my work hours are. The app works perfectly! Finds locations near me that deliver. No glitches or issues with the software. Quick and easy to use. No complaints.","",""
"Mrs.H 247",01-Apr-2017,1,"Deleting App","Why show a restaurant that is Not taking delivery orders??? Went through the Entire process, only to submit the order & receive a message saying, ""not taking orders now""😳","",""
"dynosaurusrex",01-Apr-2017,5,"Good app","I like this app and use it a lot but I'm mostly just giving a review so it stops pestering me with pop-ups about whether I like it or not. Yes, Grubhub, I like you. So high maintenance.","",""
"Chasikinz",01-Apr-2017,5,"Love this shiet","Great app, great service, great overall.","",""
"Flxoo",01-Apr-2017,5,"The best!","What you have here is a menu of restaurant not a restaurant menu. It's awesome!","",""
"Bsmart23",31-Mar-2017,5,"Works as stated","I seriously use it all the time. Although I wish there was a rewards program involving either amount of orders or total spent through grub hub. But otherwise great app.","",""
"TeeCeeMe",31-Mar-2017,5,"Great app","Easy to use!","",""
"Dalrosie1",31-Mar-2017,4,"Awesome service","Enjoy using this on weekends when I'm too lazy to cook and don't want to be bothered","",""
"Thumpdawg",31-Mar-2017,5,"We'll appreciated","Has a lot of great options around my area (80220) had a issue a month ago where someone hacked my information and switched my info to New York but grub hub made it right for me. The app is very simple to use and I'm usually in and out in no time so thanks pals","",""
"Happydiabetic",31-Mar-2017,5,"Top notch service","Great App!!! Few times I did have problems I called customer service and they took great care of me.  It's easy to use and saves time. Well worth the &2.00 delivery fee.","",""
"Twin Archer",31-Mar-2017,5,"Love this app!!","Best app for ordering food. It shows you what restaurants participate with Grubhub.  Use this app almost daily to order lunch!","",""
"ReachReaper",31-Mar-2017,5,"Extremely easy to use","This app is extremely easy to use, and has most of my local restaurants. Everything is listed and I have a favorites list for my most frequent locations I get food from. I recommend you try it.","",""
"LinusSpacehead",31-Mar-2017,5,"Perfect","Only thing wrong with this app is that not every single restaurant is using it.","",""
"Joesephyllis",31-Mar-2017,5,"Awesome!!!","App is awesome but you need to add more restaurants! And also, add a map where we can choose the area. Like in yelp, with option to redo search in the area of the map. I like to order within a mile from me since im always in a rush 👍🏼","",""
"Nina Mone",31-Mar-2017,5,"Pretty good!","The app is very user friendly. I use it about once a week. In the suburbs there are not many places to order from but in the city, you can access many menus and deliveries as you want! Sure to find something you like no computer necessary just use your phone.","",""
"Sayyywhat",31-Mar-2017,5,"Love this app.","It's so great. It's worked great for me every time. Will recommend to all my friends.","",""
"MzBlack0513",31-Mar-2017,5,"❤️","Love Grubhub very convenient when u really cannot travel","",""
"ncognito",31-Mar-2017,5,"Well designed app","I'm an experienced app developer and I have to say this is one of the best designed food related mobile apps I've used. One suggestion for improvement: offer users the option to sort restaurants by distance, delivery time estimate, rating and especially cuisine.","",""
"Jeckabeck",31-Mar-2017,5,"Great App","Have never had any issues with the app, it always works well. What really sets grub hub apart is their fantastic customer service. I've had some issues with the restaurants themselves and grub hub has always been able to step in and pretty much solve everything. Highly recommended for people like me who hate talking on the phone!","",""
"Luxie888",31-Mar-2017,2,"Markup","I use to use Grubhub on a regular basis until I found out that some items had a 100% markup! This was in addition to a &3.99 delivery charge -which I don't mind paying but not with  the sneaky upcharge.","",""
"Meggie12345123459876",31-Mar-2017,4,"Convenient","The app is super convenient.  Sometimes restaurants don't execute on the comments on items so I'm not sure if that's something wrong on app side or human error on restaurant side.","",""
"Yrdbmksxdjmnv💘",30-Mar-2017,5,"Awesome College Town App","Great for days stuck studying or after a night downtown. Wish there were more options.","",""
"Bhibsen",30-Mar-2017,5,"Great App","I love Grubhub! It is always easy to use and gives me the ability to get food wherever I am, which is so helpful when I travel. The reviews and the price point guides are SO helpful! The only downside is limited penetration into smaller markets. It's great in any major city though, even smaller major cities, such as Albany or Sacramento. Great app that I tell other people to use all the time.","",""
"Trickpito",30-Mar-2017,5,"Love it","Love it","",""
"Scasc",30-Mar-2017,5,"Easy to use","Ordering food on grub hub is very convenient. I also think that charging the order is wonderful.","",""
"the Alphabeast",30-Mar-2017,5,"Great Service!","I love this service. The selection of restaurants is vast and easy to navigate. Also, the delivery services I've received have been superior and usually ahead of the expected/originally estimated times. Their customer service is very helpful and responsive as well. You can speak with someone very quickly and they manage any problems with your order while you're on the phone.","",""
"Desdoodee",30-Mar-2017,4,"Great and fast","Great app can place order in just a click of a few buttons however I order out atleast once or twice per week and think there should be more incentives!! More discounts","",""
"Big homie Lo",30-Mar-2017,5,"Very helpful app","I work a lot and in my free time always out with friends. Grubhub is my best friend. Always easy to see what's around me pick up or delivery and also is fast and easy to use. I wish more restaurants used it tho but it does still have a vast amount of options","",""
"Make it work please",30-Mar-2017,5,"👍","GrubHub is the 💩!","",""
"GrubHub User No More",30-Mar-2017,1,"The worst customer service","My order was never placed, and after waiting for an hour and a half the GrubHub customer service employee told me they would refund &10 of a &40 meal and expedite the delivery, so I immediately canceled my order. I called the restaurant directly and they offered to send me the meal for free and expedite the delivery.

I'm deleting the app and would recommend that people use Postmates or another similar app.","",""
"Missyyy33",30-Mar-2017,1,"Zero. Deserves no stars. Give me LABites back.","I am beyond disappointed in the switch from LABited to GrubHub. Ordered 4xs this week, twice had I to pick up the food & customer service gave no fcuks. In addition with the other two orders, they all were a little over an hour late. Customer service is a joke. ZERO Stars.","",""
"Milk Shakezz",30-Mar-2017,5,"LOVE the App!!!!","I've had this app for months now and it works great!! I've used it at home, a friend's home and when I went out of town, all without any issues.

As with any form of technological device or program, there's always a chance to experience some form of a hiccup. However, maybe I have just been one of the many fortunate people to not have endured any problems.....

Given that stated, I'm giving the Grubhub App 5 stars!!!!","",""
"Jcity85",30-Mar-2017,5,"Awesome","❤️️ all the restaurant option! And goodies just for using the app for ordering 😁","",""
"Bailey321",30-Mar-2017,4,"Great app!","I love this app.  It makes it so easy to order takeout.  I don't have to go to each individual restaurants website to order online.  Sometimes I wish there was better descriptions of the food, but I think that's how the restaurants write them. I'm not sure though.","",""
"Love this spp",30-Mar-2017,5,"Great way to order food","I love this app I can find and order food anywhere very convenient","",""
"Jabby03",29-Mar-2017,5,"Highly recommended","I love everything about it so far!","",""
"Yemi29",29-Mar-2017,4,"Solid app","Very helpful and efficient. They reimburse you with a discount code for when your meal does not arrive and those help alot.","",""
"Easyedwin",29-Mar-2017,5,"Grubhub","Amazing.","",""
"Tbroil",29-Mar-2017,1,"Consistent issues, poor responses","Have had several issues with orders.  Service team is extremely quick to respond, but typically with &5 coupon codes that have to be manually added, expire quickly, and I have issues working on the mobile app.","",""
"Pizzaman Jenkins",29-Mar-2017,5,"Fat Guy in a Little Coat","TOMMY LIKE WINGY!","",""
"The Vegas Mimi",29-Mar-2017,4,"A Hermits Favorite App","I love this app!
They make it so easy and comfortable to order dinner and have it at your door in a snap. My only complaint would be, I wish there were more restaurants to choose from...but maybe that will come with time. Like an Indian restaurant, Chipotle, or maybe a little Brazilian? ❤️","",""
"BakedMan23",29-Mar-2017,5,"Wow","Best food delivery app. Thanks Grubhub for the nights when munchies are essential.","",""
"Boradis",29-Mar-2017,4,"Works great","Just wish more local restaurants were available.","",""
"Ayoscene",29-Mar-2017,5,"Wonderful! Tell your friends.","Always great service, always on time.","",""
"Destinyivy",29-Mar-2017,5,"Best Japanese in Throgs Neck","Love this place. Great sushi and delicious hibachi. Stay in or take out!!","",""
"t0nyman07",29-Mar-2017,5,"Use it all the time but...","I wish they keep sending me discounts like they used to when I first signed up","",""
"LotsOLeaf",29-Mar-2017,4,"Really good app","Works really well","",""
"Biker Buddy",29-Mar-2017,5,"Awesome to connect with delivery in NY","Traffic and parking a nightmare in Queens. Use GrubHub and let the food come to you! Price better than hotel resturant and never had a bad experience!","",""
"Nickpaperett",28-Mar-2017,5,"Awesome","Just do it","",""
"love-story",28-Mar-2017,5,"GrubHub App works great!","I've never had any issues with this app and I'm so glad it exists. Very convenient.","",""
"Animaldrummer04",28-Mar-2017,4,"Pretty Solid App","As far as food ordering apps go, this one gets the job done. Is it as pretty as PostMates? Not even close. Is GrubHub available in more locations than PostMates? Absolutely. Are both apps efficient vehicles to getting hot food delivered direct to your door? You betcha. In conclusion, while this app is no PostMates, it certainly isn't Jet's Pizza either.","",""
"Okatjen",28-Mar-2017,5,"Great app","This is the only food app we use.  Reasonable delivery fees if there is one and we have never received an incorrect or incomplete order.","",""
"QueenCarmelaDee89",28-Mar-2017,5,"Easy","Love it","",""
"302kid",28-Mar-2017,5,"Great app","I've ordered from different places all over the country and never once have I had a problem. Sometimes it does take a while to get the food but overall I can't live without it.","",""
"Lovelyboneslisse",28-Mar-2017,5,"Easy to use","Simple, functional app. Exactly what I look for.","",""
"Sharing Lunch",28-Mar-2017,5,"Great food delivery App","This is better than seamless in my opinion","",""
"TazStylee",28-Mar-2017,5,"Sick app","Feeds me all the time in NYC.","",""
"Amsamsc",28-Mar-2017,5,"Love it!","Only food delivery app I use. Easy and user friendly.","",""
"Flying B Birds",28-Mar-2017,5,"Food on the Way","This app works well and I have had no problems with it at all.","",""
"jaychoipiano",28-Mar-2017,5,"a necessity for a college student","download this now","",""
"lolasdqwezxc",27-Mar-2017,5,"cool","cool","",""
"Lilb83",27-Mar-2017,5,"Good app","This is my second time using this app works great for me...","",""
"Chictrix",27-Mar-2017,5,"Love it","Love the fact I can put in multiple addresses - sometimes I order from home, sometimes @ work   Never late, often early   Drivers very nice. Wish they were in Chesterfield MO!","",""
"F. Shafford",27-Mar-2017,5,"Review of GrubHub APP!","Great APP or Service for people who are Home Bound!
Would like MORE Restaurants to join for a larger choice!
My Favorite is the Turkey Sub, Fries and House Salad!😘","",""
"tinaoch",27-Mar-2017,5,"GrubHub, you rule!","Great service to use, always updated and informative. Always fixed issues with unreceived orders, crappy restaurants, etc. GrubHub, you rule!","",""
"if y'all don't fix it......",27-Mar-2017,1,"what???","all the app is showing me is one restaurant. i go to ""search"" and i'll type in ""pizza"" for example, which is a very common food, and the results come up saying ""no restaurants were found matching that criteria"" ??? i'll do it again with ""tacos"" and the results are still the same. idk what's going on but this isn't what i thought the app was going to be. i thought it would give me a wide variety of options but all it gives me is one restaurant out of the hundreds that are around me.","",""
"Sonarian",27-Mar-2017,1,"HORRIBLE Customer Service!!","Had been a loyal customer for a good year or so without any issues. When I finally DID have an issue with the app or my food, the person on the phone would pretend to be interested in helping me, then hang up the phone on me mid-sentence. This happened THREE TIMES!! Each was a different person, and different incidences. I had it with them!! This is how they treat their customers?! Deleted the app and will never order from them again!!","",""
"Whotookmydamname13",27-Mar-2017,5,"Dia","3 years excellent experience with GH. You can tell it's well run/organized. You can tell the drivers deserve a decent or great tip. Mahalo everyone at GH","",""
"Kod S",27-Mar-2017,5,"Awesome!","Great, awesome times and before estimated time delivery! Use often!","",""
"🐑✨✨✨✨",27-Mar-2017,5,"I love grubhub","My personal experience with GrubHub has been easy and quick. I order food, it gets to me at a decent time (keeping in mind how far I am from wherever I order). Love food and I appreciate the convenience GrubHub has given me on evenings where I'm too busy to cook. :)","",""
"SWEATYLEPS",27-Mar-2017,5,"Grub Hub","Grub Hub makes it so easy to order food and it's usually always in point!","",""
"Candyyyyy1867",27-Mar-2017,1,"customer service is HORRIBLE","They do nothing to fix a problem you may have. I never even got a call back regarding an issue I had. LACKING CUSTOMER SERVICE NOT TO MENTION THEY ARE RUDE","",""
"Stuck again 393",26-Mar-2017,5,"So handy","Any time I need to find local food at home or work. Especially off hours. Works like a charm. Can't wait to try on business trips","",""
"Silverjamma",26-Mar-2017,4,"Solid service","Great service to have if you are in search of restaurants, take outs, or delivery in the area you are located in. My experience with customer service has been positive. The only negative comment I have about the service is that my service is limited to 4 Asian takeouts, wish I had an expanded selection to choose from.","",""
"Evank199769",26-Mar-2017,5,"Good app if you know what you want","This is a great app if you know what stores to order from some are kinda nasty and sus you gotta watch out fam","",""
"Lindsey__D",26-Mar-2017,4,"Good for single busy people",".","",""
"InsideEat",26-Mar-2017,5,"That's why they call it seamless","These guys definitely work hard all the time to make this app great and make ordering food as seamless as possible.","",""
"Kmoney316",26-Mar-2017,2,"App sorta works","This app works until it doesn't.  3 times now I have ordered to find out that for some reason the restaurant isn't open or isn't serving sandwiches yet.  The customer care agents sound incredibly fake and aren't very caring &5 codes aren't terribly helpful when Hungry and refund takes 2-3 days.","",""
"Dash28",26-Mar-2017,5,"Great selection","Food and restaurant selections are always up to date, and if a mistake is made they correct it or give you your money back or credit towards another order.","",""
"Grixxly",26-Mar-2017,5,"Works for me","I get posted to different locations with weird hours but GH can usually find me something","",""
"Marie Jackie G",26-Mar-2017,1,"Bad customer service","Awful customer service!  So sad, they used to be awesome and I've been a customer forever.  Last 2 times I ordered there were significant problems - one very late the other I waited 2 hours to have it cancelled.  They didn't even admit fault.  Just tough luck, here's a coupon for &7 off your next order... when I paid &11 just in delivery fees and tip.  Customer service wasn't even nice.  I hope the &4 is worth losing a loyal customer who used your service all the time.  There are a ton of delivery services- I recommend trying another first! I miss the old Grubhub.  Deleting this app.","",""
"Bruise Em and Nuke Em",26-Mar-2017,5,"Great App","Smooth and easy to use. Highly recommend it if you are in a pinch for good food from a wide variety of restaurants. They come right to your door in less than an hour! Fair delivery fees, minimum purchase amounts are also reasonable.","",""
"Gerbik",26-Mar-2017,5,"It is what it is.","Yes it works","",""
"Jshadyyyyyyyyy",26-Mar-2017,5,"Awesome app","This app is awesome.","",""
"Manonthespoon",26-Mar-2017,5,"Grubhub love","Definitely one of my top 10 apps. I love ordering from Grubhub.","",""
"fazio7",26-Mar-2017,5,"Great app","Modern technology at its finest","",""
"dla1027",26-Mar-2017,1,"Don't bother","Grubhub does not have their act together at all. I ordered my food one hour and twenty minutes ago and no food. Grub hub will not refund my money despite the fact they failed to monitor their own drivers properly. Been dealing with their customer service for 15 minutes and no resolution yet. This was my first and last time dealing with grubhub.","",""
"CGS1006",25-Mar-2017,5,"Great app","Easy to use app and great customer service","",""
"daweesa",25-Mar-2017,4,"So convenient - want more options in my area tho","Luv it. But want the free dessert from yummy rummy back. 😜","",""
"Brendas81",25-Mar-2017,5,"Love","Love","",""
"RichardRoseBudd",25-Mar-2017,5,"It works!","I'm hungry & lazy this helps.","",""
"MdaevonNY",25-Mar-2017,3,"GrubHub & Chill","Wonderful service. The convenience of having your favorite neighborhood eatery delivered is great. Makes binge watching your favorite Netflix series, even more enjoyable.","",""
"Adkins0607",25-Mar-2017,4,"Still not getting seamless","Easy to use and customer service is prompt and efficient!","",""
"Zehra ozkan",25-Mar-2017,5,"Convenient","I'm using this app for a long time and pretty easy to use.","",""
"Me 💃",25-Mar-2017,5,"Saved my life","Love this app. Some of the drivers take a long time, but the food is good so it's not that big of a deal. Convenience is worth it. 9.7/10","",""
"Pr0digy213",25-Mar-2017,5,"Awesome app!","Awesome possum!","",""
"JoeAngelUMG",25-Mar-2017,5,"I use this all the time!!!!","Love it","",""
